"Experiment"	"Batch"	"NREADS"	"NALIGNED"	"RALIGN"	"TOTAL_DUP"	"PRIMER"	"PCT_RIBOSOMAL_BASES"	"PCT_CODING_BASES"	"PCT_UTR_BASES"	"PCT_INTRONIC_BASES"	"PCT_INTERGENIC_BASES"	"PCT_MRNA_BASES"	"MEDIAN_CV_COVERAGE"	"MEDIAN_5PRIME_BIAS"	"MEDIAN_3PRIME_BIAS"	"CreER"	"ERCC_reads"
"GBCO04_N702_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1393190	1346270	96.6321	28.2657	0.0174552	1.9e-05	0.230002	0.231675	0.415435	0.122869	0.461677	0.812403	0.138377	0.465482	0	0
"GBCO04_N703_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2125900	2045320	96.2096	46.0844	0.0198553	1e-06	0.291967	0.316782	0.249193	0.142056	0.60875	0.723033	0.169527	0.47018	0	0
"GBCO04_N711_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	2065980	1989950	96.3199	50.9692	0.0173316	2e-05	0.152843	0.207866	0.512413	0.126858	0.360709	1.30572	0	0.465198	0	0
"GBCP05_N720_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3038130	2878640	94.7505	66.431	0.0251271	0	0.283989	0.332143	0.228036	0.155832	0.616132	0.913292	0.052926	0.537606	0	0
"GBCO04_N714_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1309920	1238820	94.5726	67.3728	0.0262105	9e-06	0.087242	0.183017	0.480069	0.249663	0.270259	2.15805	0	0.288854	0	0
"GBCP05_N724_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	75442	70106	92.927	18.7004	0.0397599	0	0.255935	0.331779	0.253104	0.159182	0.587714	1.02275	0	0.585021	0	0
"OEL15_N716_S511"	"K5ERP63CKO_UI_48HPT"	"P06"	2233890	2146160	96.0729	41.6759	0.0167071	1.1e-05	0.263637	0.241034	0.370494	0.124825	0.504671	0.792473	0.12991	0.390274	0	4
"OEL15_N722_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	152767	120777	79.0596	83.8863	0.0824344	0	0.004199	0.009262	0.007835	0.978704	0.013462	4.02113	0	0	1	3
"OEL15_N718_S503"	"K5ERP63CKO_UI_48HPT"	"P06"	610347	582211	95.3902	29.12	0.0218466	0	0.195916	0.248411	0.4099	0.145772	0.444327	1.2146	0	0.45169	1	4
"GBCO04_N705_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1367780	1292940	94.5284	48.433	0.0292051	0	0.137594	0.239871	0.407595	0.21494	0.377465	1.35615	0	0.622518	0	0
"OEL15_N726_S507"	"K5ERP63CKO_UI_24HPT"	"P10"	970439	875403	90.2069	53.0369	0.0442344	0	0.159477	0.307601	0.372311	0.16061	0.467079	2.00182	0	0.68105	1	3
"GBCO04_N707_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	912074	870111	95.3992	36.7166	0.0251698	1.7e-05	0.261146	0.299722	0.291708	0.147406	0.560868	0.920872	0.062528	0.476888	0	0
"OEL15_N721_S506"	"K5ERP63CKO_UI_48HPT"	"P06"	1620580	1537080	94.8479	45.5774	0.0266339	1.3e-05	0.183177	0.260125	0.392967	0.163718	0.443302	1.12089	0	0.445151	1	2
"OEL19_N724_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	1227760	1167220	95.069	45.4502	0.0181582	0	0.222508	0.26721	0.349926	0.160357	0.489718	1.06257	0.013884	0.368714	0	0
"OEL19_N719_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1992620	1895000	95.1006	58.1586	0.0163314	0	0.285854	0.266023	0.327384	0.120739	0.551878	0.916328	0.144489	0.372831	808	0
"OEL21_N712_S503"	"K5ERP63CKO_UI_7DPT"	"P12"	1292320	1249080	96.6537	46.9337	0.0154593	0	0.180896	0.238193	0.448406	0.132506	0.419088	1.18465	0	0.370942	1	0
"OEL19_N720_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	1711060	1631690	95.3615	45.1428	0.0170523	2e-06	0.250962	0.262402	0.361359	0.125275	0.513364	0.838907	0.102939	0.353538	0	0
"OEL21_N715_S508"	"K5ERP63CKO_UI_7DPT"	"P12"	1318160	1267070	96.1239	54.2749	0.0165216	0	0.201217	0.289723	0.322779	0.186281	0.49094	1.25507	0	0.342222	0	0
"OEL21_N712_S507"	"K5ERP63CKO_UI_7DPT"	"P12"	1468060	1407150	95.8507	51.5816	0.0185639	1e-06	0.271098	0.268451	0.310969	0.149482	0.539548	0.875896	0.11966	0.408106	266	0
"OEL19_N723_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	826783	779052	94.2269	36.8933	0.0204697	5e-06	0.16167	0.247656	0.459802	0.130867	0.409326	1.21663	0	0.412683	0	0
"OEL19_N720_S507"	"K5ERP63CKO_UI_14DPT"	"P11"	1625390	1545330	95.0742	55.2903	0.0178228	8e-06	0.156292	0.189039	0.504567	0.150094	0.345332	1.5552	0	0.276794	2	0
"OEL21_N714_S510"	"K5ERP63CKO_UI_7DPT"	"P12"	1223850	1174680	95.9826	53.0983	0.0204711	0	0.308691	0.254256	0.276597	0.160456	0.562947	0.935708	0.095443	0.370373	545	0
"OEL22_N716_S521"	"K5ERP63CKO_UI_7DPT"	"P12"	1108440	1065310	96.1083	39.6816	0.0169651	2e-06	0.229898	0.289532	0.343568	0.136999	0.519431	0.863688	0.066029	0.411863	18	0
"OEL22_N724_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1553390	1486200	95.6749	59.0881	0.0206817	2.1e-05	0.336146	0.415809	0.110433	0.137591	0.751955	0.839872	0.058498	0.423053	0	0
"OEL21_N712_S510"	"K5ERP63CKO_UI_7DPT"	"P12"	1219190	1163230	95.41	57.7528	0.0229755	0	0.309429	0.312783	0.227616	0.150173	0.622211	1.11032	0	0.408773	5823	0
"OEL21_N711_S510"	"K5ERP63CKO_UI_7DPT"	"P12"	1230330	1181090	95.998	57.4614	0.0188782	0	0.20761	0.260441	0.344312	0.187637	0.468051	1.31444	0	0.406142	1294	0
"OEL19_N726_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	1291790	1229500	95.1785	54.9526	0.0177463	2.6e-05	0.206578	0.215045	0.438257	0.140095	0.421622	1.44296	0	0.237806	1	0
"OEL19_N720_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	1678450	1595350	95.0493	52.7681	0.0174449	0	0.196117	0.248945	0.404441	0.150497	0.445062	1.19652	0	0.338515	1	0
"OEL19_N721_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	1306870	1238730	94.7866	49.3222	0.0166057	0	0.240594	0.2704	0.355307	0.133698	0.510995	1.05845	0.022562	0.361759	203	0
"OEL21_N711_S507"	"K5ERP63CKO_UI_7DPT"	"P12"	1402830	1351480	96.3399	49.1518	0.0164287	1e-06	0.249604	0.32285	0.286441	0.141104	0.572454	0.931837	0.022524	0.435643	0	0
"OEL19_N719_S508"	"K5ERP63CKO_UI_14DPT"	"P11"	1390900	1314640	94.5172	47.2649	0.0151272	0	0.244677	0.272172	0.342603	0.140548	0.516849	1.08612	0	0.351191	0	0
"OEL22_N716_S517"	"K5ERP63CKO_UI_7DPT"	"P12"	1407580	1351550	96.0196	55.2149	0.018206	2.3e-05	0.23017	0.250997	0.396249	0.122561	0.481167	1.23979	0	0.369795	262	0
"OEL19_N724_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	1077450	1016210	94.3159	61.8365	0.021118	0	0.414519	0.369125	0.08491	0.131446	0.783644	1.01969	0.020214	0.382023	0	0
"OEL22_N722_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1277860	1218910	95.3868	44.8073	0.0239679	0	0.344558	0.34696	0.14848	0.160003	0.691518	0.736924	0.168435	0.427434	0	0
"OEL22_N723_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1254880	1202690	95.8409	40.2198	0.0205509	2.9e-05	0.23171	0.292294	0.34223	0.133736	0.524004	0.816506	0.095737	0.441338	0	0
"OEL22_N728_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1410450	1344340	95.3127	63.4521	0.0230119	1e-06	0.31953	0.370507	0.143385	0.166577	0.690037	0.943213	0.052321	0.421342	1886	0
"OEL22_N726_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1742740	1681670	96.4959	59.5631	0.015804	2e-06	0.220158	0.249004	0.413494	0.117343	0.469162	1.06756	0	0.364431	0	0
"OEL22_N721_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1397480	1319800	94.4416	65.4679	0.0267854	3.3e-05	0.272483	0.374403	0.241465	0.111616	0.646886	1.31491	0	0.458037	4264	0
"OEL19_N721_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	1583100	1515080	95.7035	44.4517	0.0134895	0	0.24822	0.26538	0.359278	0.127122	0.5136	0.890123	0.107259	0.340665	0	0
"OEL19_N722_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	1287140	1229390	95.5139	45.9133	0.0144095	5e-06	0.226689	0.240831	0.41345	0.119025	0.46752	0.955963	0.020002	0.344916	1009	0
"OEL22_N720_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	2037650	1959180	96.1492	50.4765	0.0154038	1e-06	0.259667	0.261917	0.349118	0.129297	0.521584	0.728423	0.15303	0.402388	0	0
"OEL22_N727_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1592500	1532310	96.2203	50.3915	0.0168036	0	0.187228	0.246902	0.425489	0.14038	0.43413	1.04909	0	0.426599	0	0
"OEL19_N722_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	1172300	1119840	95.5247	40.9167	0.0154917	0	0.220676	0.249476	0.396161	0.133688	0.470151	0.971532	0.044795	0.348452	0	0
"OEL22_N718_S515"	"K5ERP63CKO_UI_7DPT"	"P12"	1389340	1322740	95.2066	59.3767	0.0240881	4.6e-05	0.316823	0.335852	0.221502	0.125777	0.652675	0.999703	0.057271	0.43618	642	0
"OEL22_N726_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1402060	1346080	96.0068	50.5855	0.0181018	1.2e-05	0.269001	0.350138	0.235019	0.145831	0.619138	0.860581	0.039972	0.449528	0	0
"OEL19_N726_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	1300400	1232710	94.7946	48.3984	0.0176686	0	0.279495	0.303488	0.283676	0.133341	0.582983	0.927024	0.095012	0.356238	163	0
"OEL22_N716_S518"	"K5ERP63CKO_UI_7DPT"	"P12"	1739890	1662830	95.5709	59.8916	0.0201896	0	0.300759	0.383667	0.165932	0.149643	0.684425	1.01513	0.006954	0.433628	1	0
"OEL19_N719_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	1505460	1425310	94.6762	46.1553	0.0141681	9e-06	0.213853	0.231021	0.404951	0.150166	0.444874	1.05271	0.002323	0.389446	0	0
"OEL21_N715_S505"	"K5ERP63CKO_UI_7DPT"	"P12"	1359620	1310890	96.4155	45.7418	0.0157267	8e-06	0.174024	0.253023	0.4132	0.159746	0.427046	1.08047	0	0.345142	6	0
"OEL21_N714_S505"	"K5ERP63CKO_UI_7DPT"	"P12"	900666	823367	91.4176	72.7085	0.0387038	0	0.261106	0.33113	0.096171	0.311593	0.592236	1.73394	0	0.691582	0	0
"OEL22_N720_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1856210	1786220	96.2296	49.7938	0.0156411	0	0.235455	0.257742	0.376002	0.130801	0.493198	0.783435	0.127742	0.398852	0	0
"OEL22_N726_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1536160	1459750	95.0261	65.1033	0.0239911	2e-06	0.291171	0.374383	0.209661	0.124783	0.665554	1.2249	0	0.39212	0	0
"OEL19_N724_S508"	"K5ERP63CKO_UI_14DPT"	"P11"	945768	889641	94.0655	47.8243	0.0206731	0	0.275804	0.325356	0.255344	0.143496	0.60116	1.03297	0	0.400289	0	0
"OEL19_N722_S508"	"K5ERP63CKO_UI_14DPT"	"P11"	826501	778231	94.1597	36.7948	0.0203767	1.2e-05	0.190738	0.228712	0.395616	0.184923	0.419449	1.28096	0	0.319556	1	0
"OEL19_N719_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	329905	269878	81.8048	39.5956	0.0306485	0	0.328521	0.321934	0.235746	0.113799	0.650456	1.17492	0.074212	0.213652	0	0
"OEL22_N719_S513"	"K5ERP63CKO_UI_7DPT"	"P12"	1166020	1109910	95.1884	54.547	0.0247821	0	0.280876	0.27518	0.306444	0.1375	0.556056	1.00383	0.07938	0.436606	0	0
"OEL22_N720_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1593990	1535800	96.3495	46.7622	0.0139176	0	0.199879	0.25756	0.406242	0.136319	0.457439	0.841622	0.06814	0.403776	0	0
"OEL22_N721_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1493870	1438690	96.3064	51.1524	0.0167406	0	0.205651	0.241978	0.445428	0.106942	0.44763	0.997195	0.065355	0.398938	0	0
"OEL22_N728_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1199910	1141230	95.1098	60.824	0.0279306	1.8e-05	0.224617	0.316476	0.318197	0.140691	0.541093	1.02956	0.027349	0.514433	0	0
"OEL19_N720_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	1573920	1486130	94.4218	50.6109	0.0192807	2.5e-05	0.255327	0.325372	0.274548	0.144728	0.580699	0.888893	0.050235	0.421909	0	0
"OEL22_N723_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1386390	1330340	95.9571	43.1128	0.0169072	0	0.190087	0.240282	0.3777	0.191931	0.430369	0.913978	0.048445	0.40443	0	0
"OEL22_N722_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1142080	1088920	95.3451	56.0022	0.0223163	0	0.227288	0.336222	0.274018	0.162472	0.56351	1.24029	0	0.402864	0	0
"OEL19_N724_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	1235560	1165810	94.3548	45.6211	0.0169286	5e-06	0.278215	0.282226	0.301581	0.137974	0.56044	0.921548	0.120757	0.308898	0	0
"OEL21_N712_S505"	"K5ERP63CKO_UI_7DPT"	"P12"	1256240	1208450	96.1956	45.1824	0.0175162	0	0.209044	0.288607	0.367238	0.135112	0.49765	0.940841	0.045153	0.436036	0	0
"OEL22_N726_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1548000	1453770	93.9126	67.3413	0.0323894	0	0.266582	0.413637	0.129249	0.190533	0.680218	1.16386	0	0.648748	0	0
"OEL22_N720_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1726330	1649140	95.5283	63.1715	0.0197667	0	0.329395	0.345347	0.205574	0.119684	0.674742	0.860645	0.075242	0.447613	46	0
"OEL22_N727_S515"	"K5ERP63CKO_UI_7DPT"	"P13"	1825740	1758330	96.3079	54.7605	0.0150037	0	0.227703	0.250196	0.40983	0.11227	0.477899	0.844849	0.101791	0.343799	197	0
"OEL22_N718_S516"	"K5ERP63CKO_UI_7DPT"	"P12"	1274440	1218260	95.5922	51.9027	0.0222459	0	0.287636	0.290905	0.291538	0.129921	0.57854	0.932958	0.052175	0.41403	27	0
"OEL22_N722_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1230140	1169970	95.1092	51.6386	0.0225522	2.3e-05	0.318596	0.338329	0.2216	0.121453	0.656925	0.866454	0.080021	0.419603	1112	0
"OEL19_N723_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1403220	1327360	94.5943	45.1504	0.0190502	0	0.19822	0.280715	0.396937	0.124128	0.478935	1.01281	0.007139	0.41786	0	0
"OEL22_N724_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1470000	1406050	95.6494	47.0494	0.0194813	0	0.207478	0.262061	0.366425	0.164036	0.469539	0.931601	0.044083	0.368009	0	0
"OEL22_N718_S522"	"K5ERP63CKO_UI_7DPT"	"P12"	1570790	1499800	95.4804	48.4008	0.0226692	0	0.304096	0.343755	0.21671	0.135439	0.647851	0.770401	0.144931	0.467607	0	0
"OEL19_N719_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	1474430	1397800	94.8022	45.551	0.0163131	0	0.232664	0.269369	0.371066	0.126901	0.502033	0.95852	0.097909	0.361114	0	0
"OEL19_N724_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1505630	1430420	95.0045	57.6945	0.0191068	0	0.361358	0.311941	0.197379	0.129321	0.6733	0.816118	0.176137	0.326164	112	0
"OEL21_N712_S506"	"K5ERP63CKO_UI_7DPT"	"P12"	1547320	1482880	95.8354	60.3511	0.0187471	0	0.31808	0.345696	0.180376	0.155847	0.663776	1.01605	0.049512	0.358318	0	0
"OEL22_N723_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1361980	1295980	95.1545	57.9382	0.0259719	1.5e-05	0.363782	0.36176	0.183196	0.091247	0.725542	0.858215	0.089333	0.439917	35	0
"OEL19_N723_S507"	"K5ERP63CKO_UI_14DPT"	"P11"	421693	388430	92.112	33.889	0.0294659	0	0.190518	0.369487	0.29562	0.144375	0.560006	1.15968	0	0.502136	0	0
"OEL19_N720_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	1934430	1843560	95.3027	51.7166	0.0161207	1e-06	0.232046	0.267425	0.3742	0.126329	0.499471	0.910456	0.059046	0.41413	1	0
"OEL21_N715_S503"	"K5ERP63CKO_UI_7DPT"	"P12"	1326200	1270150	95.7736	58.135	0.0199349	2e-06	0.365915	0.279442	0.230921	0.12372	0.645357	0.898314	0.054348	0.431169	0	0
"OEL22_N724_S516"	"K5ERP63CKO_UI_7DPT"	"P13"	1318200	1264990	95.964	41.378	0.0167175	9e-06	0.180621	0.239248	0.413297	0.166825	0.419868	0.991165	0.010831	0.404999	0	0
"OEL21_N714_S503"	"K5ERP63CKO_UI_7DPT"	"P12"	1256720	1209200	96.2184	53.2838	0.0178671	3.2e-05	0.210463	0.26645	0.376177	0.146877	0.476913	1.21175	0	0.328826	0	0
"OEL22_N718_S513"	"K5ERP63CKO_UI_7DPT"	"P12"	1297280	1244350	95.9202	48.805	0.0187216	0	0.252766	0.269581	0.341891	0.135762	0.522348	0.835169	0.11665	0.447805	0	0
"OEL19_N723_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	683826	637805	93.2701	40.6284	0.0254973	0	0.242732	0.345664	0.271748	0.139856	0.588396	1.03304	0.006066	0.506013	0	0
"OEL21_N711_S506"	"K5ERP63CKO_UI_7DPT"	"P12"	1374790	1314720	95.6305	61.1607	0.0203772	5.3e-05	0.297313	0.326215	0.25101	0.12541	0.623527	1.07432	0.03632	0.384788	556	0
"OEL22_N723_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1337380	1279410	95.6653	51.0167	0.0195129	3.8e-05	0.233751	0.260316	0.401215	0.104679	0.494068	0.967446	0.048735	0.421371	170	0
"OEL19_N718_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	31031	23611	76.0884	23.685	0.0301716	0	0.182447	0.259772	0.415887	0.141894	0.442219	1.12322	0.58319	0.496919	0	0
"OEL22_N716_S513"	"K5ERP63CKO_UI_7DPT"	"P12"	1434190	1377710	96.0615	47.1378	0.0157481	0	0.22594	0.280067	0.344459	0.149534	0.506007	0.923904	0.047634	0.410022	0	0
"OEL19_N722_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	1010250	948408	93.8784	51.7716	0.0231964	0	0.218424	0.286212	0.307145	0.188219	0.504636	1.41188	0	0.35317	0	0
"OEL19_N726_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	1436140	1350300	94.0226	67.8889	0.0185267	0	0.544178	0.26985	0.102442	0.08353	0.814028	0.851945	0.183879	0.339182	0	0
"OEL22_N716_S520"	"K5ERP63CKO_UI_7DPT"	"P12"	1518080	1454600	95.8181	51.6379	0.0219384	0	0.279746	0.304282	0.275836	0.140135	0.584028	0.807673	0.123952	0.438218	203	0
"OEL19_N721_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	1353630	1288970	95.2234	43.7934	0.0172079	1.4e-05	0.229864	0.267384	0.367377	0.135361	0.497248	0.93904	0.05505	0.369133	35	0
"OEL21_N715_S506"	"K5ERP63CKO_UI_7DPT"	"P12"	1488460	1433140	96.2833	50.543	0.0159131	0	0.247854	0.291944	0.342195	0.118007	0.539797	0.931818	0.055406	0.395597	0	0
"OEL19_N724_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	827577	777350	93.9308	54.8084	0.0214224	0	0.327689	0.323281	0.233658	0.115373	0.65097	1.19119	0.008901	0.305638	1	0
"OEL19_N724_S507"	"K5ERP63CKO_UI_14DPT"	"P11"	954232	901899	94.5157	52.6618	0.0195317	3.9e-05	0.284535	0.299175	0.268683	0.147568	0.58371	1.08145	0.039998	0.276016	1058	0
"OEL19_N722_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	1068150	1019590	95.4536	41.8324	0.0150993	3.7e-05	0.195307	0.218796	0.437716	0.148145	0.414103	1.13023	0	0.317442	0	0
"OEL22_N727_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1644920	1567550	95.2963	55.8907	0.0211757	0	0.215085	0.228574	0.379782	0.17656	0.443658	1.04364	0	0.446022	63	0
"OEL22_N720_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1839510	1760030	95.6796	55.8248	0.0178938	0	0.237998	0.307118	0.320167	0.134718	0.545116	0.957784	0.045443	0.403785	0	0
"OEL22_N727_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1562760	1496590	95.7656	54.1103	0.0200248	7e-06	0.308566	0.317324	0.256087	0.118016	0.62589	0.745407	0.166921	0.45607	754	0
"OEL19_N719_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	1510540	1431960	94.7976	59.1206	0.0179915	1e-06	0.379877	0.315933	0.172308	0.131881	0.69581	0.980457	0.122793	0.331313	1	0
"OEL19_N720_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1662	1303	78.3995	8.6357	0.0152395	0	0.304495	0.249252	0.273892	0.172361	0.553747	0	0	0	1	0
"OEL22_N716_S522"	"K5ERP63CKO_UI_7DPT"	"P12"	1547760	1492020	96.3983	53.8757	0.0155006	0	0.295733	0.240342	0.339233	0.124691	0.536076	0.925371	0.083287	0.357315	1407	0
"OEL19_N722_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1228980	1166270	94.8976	55.811	0.0188345	0	0.274419	0.300294	0.286441	0.138846	0.574713	1.25312	0	0.295121	0	0
"OEL21_N712_S502"	"K5ERP63CKO_UI_7DPT"	"P12"	1211760	1163330	96.0036	50.9402	0.018803	2.1e-05	0.232699	0.236871	0.406414	0.123994	0.469571	1.14085	0.012809	0.367923	1322	0
"OEL22_N727_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1672400	1607400	96.1132	44.6136	0.0187165	0	0.216151	0.301878	0.334358	0.147613	0.518029	0.771774	0.123565	0.477658	0	0
"OEL22_N724_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1462060	1399510	95.722	46.3422	0.0202076	3.3e-05	0.199031	0.294292	0.350961	0.155683	0.493323	0.997988	0	0.478079	0	0
"OEL22_N716_S516"	"K5ERP63CKO_UI_7DPT"	"P12"	1441200	1379080	95.6898	57.177	0.0209684	1e-06	0.276382	0.307817	0.294156	0.121644	0.584199	0.983594	0.042458	0.460552	472	0
"OEL22_N719_S516"	"K5ERP63CKO_UI_7DPT"	"P12"	1162830	1103650	94.9106	58.7378	0.0249718	0	0.334442	0.390155	0.148121	0.127282	0.724597	1.00197	0.033223	0.572994	1797	0
"OEL22_N721_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1339010	1238930	92.5262	64.1467	0.0392121	0	0.323181	0.429353	0.142198	0.105268	0.752534	1.24491	0	0.699699	1401	0
"OEL22_N719_S517"	"K5ERP63CKO_UI_7DPT"	"P12"	793470	750399	94.5718	53.6806	0.0292196	0	0.289163	0.339665	0.222948	0.148224	0.628828	1.20273	0	0.453404	0	0
"OEL19_N720_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	1334200	1261120	94.5227	47.6251	0.0152612	3.5e-05	0.251788	0.257427	0.36451	0.12624	0.509215	1.08632	0	0.332743	378	0
"OEL19_N723_S505"	"K5ERP63CKO_UI_14DPT"	"P11"	911625	858507	94.1733	41.2234	0.0217165	1.2e-05	0.160548	0.293189	0.403219	0.143031	0.453737	1.163	0	0.461623	59	0
"OEL21_N714_S511"	"K5ERP63CKO_UI_7DPT"	"P12"	1127160	1075140	95.3853	52.8625	0.0193973	2.8e-05	0.3097	0.403493	0.154138	0.132642	0.713192	0.895494	0.056825	0.495483	8	0
"OEL21_N712_S511"	"K5ERP63CKO_UI_7DPT"	"P12"	1048460	1009830	96.3153	37.9429	0.0138188	9e-06	0.198131	0.246155	0.422059	0.133647	0.444286	1.05447	0.004748	0.356466	16	0
"OEL19_N722_S507"	"K5ERP63CKO_UI_14DPT"	"P11"	887207	841895	94.8927	34.6504	0.0140249	3e-06	0.224542	0.260836	0.384412	0.130207	0.485378	0.957155	0.035525	0.349363	0	0
"OEL22_N721_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1695890	1635480	96.4376	44.6884	0.0160795	0	0.225715	0.255042	0.395076	0.124167	0.480757	0.774133	0.117914	0.436756	69	0
"OEL22_N726_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1904330	1831740	96.1877	50.8664	0.0170427	0	0.177247	0.249533	0.373046	0.200174	0.42678	0.962027	0.015202	0.408966	25	0
"OEL19_N721_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	1428500	1351150	94.5854	59.3739	0.019292	0	0.373556	0.327443	0.15644	0.142561	0.700999	0.906111	0.096445	0.293612	6180	0
"OEL21_N711_S511"	"K5ERP63CKO_UI_7DPT"	"P12"	1064810	1019290	95.7252	47.3068	0.0194285	2.3e-05	0.225469	0.312466	0.325533	0.136509	0.537935	1.13831	0	0.405724	0	0
"OEL22_N718_S520"	"K5ERP63CKO_UI_7DPT"	"P12"	1435760	1380130	96.1255	48.5108	0.0182892	1.6e-05	0.194845	0.234518	0.419436	0.151185	0.429363	1.08451	0.004291	0.405731	62	0
"OEL22_N719_S518"	"K5ERP63CKO_UI_7DPT"	"P12"	1529420	1458830	95.3846	58.692	0.0205338	0	0.198776	0.230506	0.404058	0.16666	0.429282	1.4155	0	0.432335	1419	0
"OEL22_N723_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1388840	1328570	95.6601	53.73	0.0197901	0	0.239987	0.320694	0.277624	0.161694	0.560682	1.06681	0	0.342175	2	0
"OEL19_N723_S508"	"K5ERP63CKO_UI_14DPT"	"P11"	450497	414173	91.9369	44.5126	0.0308913	0	0.13327	0.276907	0.438947	0.150877	0.410176	1.49898	0	0.544559	135	0
"OEL22_N722_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1321580	1271580	96.2162	46.6365	0.0169617	0	0.25797	0.269733	0.338853	0.133444	0.527703	0.85863	0.074963	0.4003	0	0
"OEL19_N721_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	1270920	1195120	94.036	52.9667	0.0219844	2.1e-05	0.213468	0.294943	0.347851	0.143717	0.508411	1.27133	0	0.407681	0	0
"OEL22_N726_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1860130	1793410	96.4132	48.9064	0.0174777	4e-06	0.217838	0.263308	0.397542	0.121308	0.481146	0.808469	0.122277	0.425261	15	0
"OEL22_N724_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1262040	1198170	94.9393	65.0548	0.0241753	0	0.292552	0.354837	0.222188	0.130423	0.647388	1.36957	0	0.362382	3758	0
